City Name,Part_1,Part_2
istanbul,https://www.wunderground.com/history/airport/LTBA/2007/01/,/DailyHistory.html?req_city=istanbul&req_statename=Turkey&reqdb.zip=00000&reqdb.magic=1&reqdb.wmo=17060
